amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,signature-confirmation-recommended
113-3956106-1263434,,2023-06-30T16:58:06+00:00,2023-07-07T05:40:16+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.8,,,,,,,HAGERSTOWN,MD,21740-6804,US,,TRUE,,,FALSE
111-8251818-3445826,,2023-06-30T15:50:17+00:00,2023-07-07T05:51:47+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,2.1,,,,,,,BLUFFTON,IN,46714-1510,US,,FALSE,,,FALSE
111-5202633-5137058,,2023-06-30T15:28:56+00:00,2023-07-07T05:40:16+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,2.48,,,,,,,GRAPEVINE,TX,76051-8734,US,,TRUE,housekeeping & building,,FALSE
112-4868665-5741064,,2023-06-30T15:15:28+00:00,2023-07-07T05:40:27+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,2.1,,,,,,,CRESTVIEW,FL,32536-3737,US,,TRUE,,,FALSE
113-5368564-6430614,,2023-06-30T14:58:16+00:00,2023-07-07T05:40:14+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.99,,,,,,,TRENTON,NJ,08619-3318,US,,FALSE,,,FALSE
114-3672823-0835409,,2023-06-30T13:44:25+00:00,2023-07-07T05:40:16+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.8,,,,,,,Pittsburgh,PA,15237,US,,FALSE,,,FALSE
114-9168554-7059457,,2023-06-30T12:24:42+00:00,2023-07-07T05:40:20+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30.01,1.65,,,,,,,BRUCE,WI,54819-9574,US,,FALSE,,,FALSE
111-4504150-9329034,,2023-06-30T07:39:40+00:00,2023-07-13T18:37:33+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,2.21,,,,,,,sargeant,minnesota,55973,US,,FALSE,,,FALSE
112-9859254-3601047,,2023-06-30T01:53:20+00:00,2023-07-07T05:40:19+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.99,,,,,,,MAGNOLIA,NJ,08049-1519,US,,FALSE,,,FALSE
111-2511352-0467445,,2023-06-30T01:27:44+00:00,2023-07-07T05:40:19+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.99,,,,,,,CHATHAM,NJ,07928-2123,US,,FALSE,,,FALSE
111-6422402-2150622,,2023-06-30T00:49:54+00:00,2023-07-06T04:31:10+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Fl Oz (Pack of 24)",M7-23UI-AJA6,B00ADYXY7E,Shipped,1,USD,60.2,4.97,,,,,,,FORT STOCKTON,TX,79735-3637,US,,FALSE,,,FALSE
112-4833943-1760244,,2023-06-30T00:33:31+00:00,2023-07-07T05:40:17+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.8,,,,,,,PASADENA,MD,21122-3101,US,,FALSE,,,FALSE
113-5080379-1193017,,2023-06-29T23:44:19+00:00,2023-07-09T01:31:47+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,26,1.82,,,,,,,CUMMING,GA,30028-4907,US,,FALSE,,,FALSE
114-9259307-3325801,,2023-06-29T23:08:21+00:00,2023-07-07T05:50:17+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,2,USD,60.02,4.06,,,,,,,MCCOMB,OH,45858-9701,US,,FALSE,,,FALSE
112-7424835-4589024,,2023-06-29T22:31:00+00:00,2023-06-30T04:52:33+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,26.5,1.67,,,,,,,Gloucester Point,VA,23062,US,,FALSE,,,FALSE
